snapshot_utc,source,source_url,source_id,project_name,developer,city,district,address,class,completion,latitude,longitude,price_available,price_note,price_total_min_uzs,price_total_max_uzs,price_total_min_usd,price_total_max_usd,price_per_sqm_min_uzs,price_per_sqm_min_usd,min_area_sqm,max_area_sqm,rooms_available,payment_methods,source_freshness,source_error,cached_snapshot_utc,location_valid,location_issue
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/alfa-city,alfa-city,Intent-software,Intent-software,Toshkent shahri,Chilonzor tumani,"Chilonzor, Ташкентская Кольцевая Автомобильная Дорога",Biznes,Topshirilishi 4kv 2027,,,True,,472000000.0,593000000.0,,,8822430.0,,53.5,67.2,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/aura,aura,Komfort,Komfort,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, Школа №181, Малая кольцевая дорога, Чиланзар-10, Чиланзар, Чиланзарский район, Ташкент, 100000, Узбекистан",Qulaylik,Topshirildi 2020,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/white-residence,white-residence,Lit,Lit,Toshkent shahri,Chilonzor tumani,"Chilonzor, 1, Чиланзар-10, Чиланзар",Qulaylik,Topshirildi 2025,,,True,,275000000.0,823000000.0,,,9751773.0,,28.2,84.3,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mening-uyim-choshtepa,mening-uyim-choshtepa,Mening-uyim-choshtep,Mening-uyim-choshtep,Toshkent shahri,Chilonzor tumani,"Mutaxassis. jumla Chilonzor, Тирсакабад улица, Махалля Тирсакабад",Qulaylik,Topshirildi 2025,,,False,negotiable,,,,,,,36.4,80.4,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/minar,minar,Minar,Minar,Toshkent shahri,Chilonzor tumani,"Chilonzor, Катартал 1-й проезд, д.3/6, Чиланзар-7",Qulaylik,Topshirilishi 4kv 2027,,,True,,586000000.0,1100000000.0,,,12494670.0,,46.9,85.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-nazar-house,zhiloj-kompleks-nazar-house,Nazar-house,Nazar-house,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, ул Чапаната, 6 кв",Qulaylik,Topshirildi 2021,,,False,negotiable,,,,,,,86.7,86.7,3,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/vision,vision,Neo-house,Neo-house,Toshkent shahri,Chilonzor tumani,"Chilonzor, Арнасайская улица, Патрульно-постовая служба",Qulaylik,Topshirilishi 1kv 2027,,,True,,708000000.0,2000000000.0,,,13986014.0,,49.5,143.0,"1, 2, 3, 5",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/green-park,green-park,Nrg-bi,Nrg-bi,Toshkent shahri,Chilonzor tumani,"Ipoteka 25% Sotildi Chilonzor, Чиланзарская улица, Чиланзар-3 квартал",Qulaylik,Topshirildi 2023,,,False,negotiable,,,,,,,45.4,122.3,"1, 2, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/aman-residence,aman-residence,Nuramax,Nuramax,Toshkent shahri,Chilonzor tumani,"Chilonzor, Заргарлик улица, Чиланзар-19",Biznes,Topshirilishi 4kv 2027,,,True,,545000000.0,821000000.0,,,11695157.0,,46.6,70.2,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/orzular-maskani,orzular-maskani,Orzular-maskani,Orzular-maskani,Toshkent shahri,Chilonzor tumani,"Chilonzor, 1-я улица Катартал, Чиланзар-8",Qulaylik,Topshirilishi 2kv 2027,,,True,,809000000.0,1200000000.0,,,13333333.0,,58.7,90.0,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-british-house,zhiloj-kompleks-british-house,Osiyo,Osiyo,Toshkent shahri,Chilonzor tumani,"Chilonzor, дом 2 Богистон улица, г.Ташкент",Qulaylik,Topshirilishi 4kv 2026,,,False,negotiable,,,,,,,44.0,104.0,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-carat,zhiloj-kompleks-carat,Perfect-universal,Perfect-universal,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, ул.Чопонота, 8-квартал ор.РОВД",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,45.6,61.0,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-premier-house,zhiloj-kompleks-premier-house,Premier-house,Premier-house,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, ул. Чиланзарская, ор-р Узбекфильм.",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,44.4,96.1,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/qozirabod,qozirabod,Qozirabod,Qozirabod,Toshkent shahri,Chilonzor tumani,"Mutaxassis. jumla Chilonzor, Илгар улица, д.16",Qulaylik,Topshirildi 2026,,,True,,1500000000.0,1500000000.0,,,14563107.0,,103.0,103.0,3,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-uchtepa-garden,zhiloj-kompleks-uchtepa-garden,Saroy,Saroy,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, Расулова улица, Чиланзарский район",Qulaylik,Topshirildi 2020,,,False,negotiable,,,,,,,46.0,112.5,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/silk-road-apartments,silk-road-apartments,Simplex,Simplex,Toshkent shahri,Chilonzor tumani,"Chilonzor, Гавхар улица, д.151/1",Qulaylik,Topshirilishi 4kv 2026,,,True,,595000000.0,1300000000.0,,,12584705.0,,45.8,103.3,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/hamza,hamza,Strong,Strong,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, 2А, Чиланзар-1",Qulaylik,Topshirildi 2020,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/lutfiy-baraka,lutfiy-baraka,Strong,Strong,Toshkent shahri,Chilonzor tumani,"Mutaxassis. jumla Sotildi Chilonzor, Лутфий улица, д.50/1",Qulaylik,Topshirildi 2025,,,False,negotiable,,,,,,,38.0,55.6,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-bunyodkor,zhiloj-kompleks-bunyodkor,Strong,Strong,Toshkent shahri,Chilonzor tumani,"Sotildi Chilonzor, 2-квартал ориентир 400 метров от стадиона Бунёдкор",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,48.7,82.4,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/ziynat-capital,ziynat-capital,Ziynat-capital,Ziynat-capital,Toshkent shahri,Chilonzor tumani,"Chilonzor, Катартал 1-й проезд, Чиланзар-7",Qulaylik,Topshirildi 2024,,,True,,728000000.0,1400000000.0,,,11217949.0,,63.3,124.8,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-cexova,zhiloj-kompleks-cexova,Arjun,Arjun,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, Фидокор улица",Biznes,Topshirildi 2022,,,False,negotiable,,,,,,,58.7,131.4,"2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/nasl-dahasi,nasl-dahasi,Binar-group,Binar-group,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, Ул Нукусская 1-й тупик",Biznes,Topshirildi 2025,,,False,negotiable,,,,,,,70.0,105.0,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/binaun,binaun,Binaun,Binaun,Toshkent shahri,Mirobod tumani,"Mutaxassis. jumla Mirobod, Янгизамон 2/2",Qulaylik,Topshirilishi 2kv 2026,,,True,,671000000.0,1300000000.0,,,12682927.0,,52.8,102.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/golden-lake,golden-lake,Centris-development,Centris-development,Toshkent shahri,Mirobod tumani,"Mirobod, Алтынкуль улица, д.111",Qulaylik,Topshirilishi 4kv 2027,,,True,,363000000.0,870000000.0,,,11100917.0,,32.7,78.3,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/crown-zamon,crown-zamon,Crown-development,Crown-development,Toshkent shahri,Mirobod tumani,"Mutaxassis. jumla Mirobod, улица Фаргона йули дом-48",Biznes,Topshirilishi 1kv 2027,,,True,,413000000.0,771000000.0,,,14491228.0,,28.5,53.2,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/gabus-2,gabus-2,Gabus,Gabus,Toshkent shahri,Mirobod tumani,"Mirobod, Яхе Гулямова улица, д.93",Biznes,Topshirildi 2024,,,True,,2500000000.0,4100000000.0,,,26721480.0,,93.2,152.3,"2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-legenda,zhiloj-kompleks-legenda,Genesys,Genesys,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, пересечении улиц Фергана йули и Нукусской. ул. Нукус, 1ый проезд",Qulaylik,Topshirildi 2022,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-sarikul,zhiloj-kompleks-sarikul,Glad-house,Glad-house,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, Сарыкульская ул, 4",Qulaylik,Topshirildi 2024,,,False,negotiable,,,,,,,42.9,88.2,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-greenwich,zhiloj-kompleks-greenwich,Golden-house,Golden-house,Toshkent shahri,Mirobod tumani,"Mirobod, пересечение улиц Янгизамон и Сайхун",Biznes,Topshirildi 2022,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/ozmakon,ozmakon,Golden-house,Golden-house,Toshkent shahri,Mirobod tumani,"Mutaxassis. jumla Mirobod, Фергана йули",Biznes,Topshirildi 2025,,,True,,766000000.0,1500000000.0,,,21994135.0,,32.4,68.2,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/oz-makon-2,oz-makon-2,Golden-house,Golden-house,Toshkent shahri,Mirobod tumani,"Mirobod, Тонг Юлдузи махалля, Мирабадский район",Biznes,Topshirilishi 2kv 2026,,,True,,703000000.0,1500000000.0,,,20661157.0,,32.4,70.1,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/diplomat,diplomat,Grand-estate,Grand-estate,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, Катта Мирабад 2-й проезд, Нукусская улица",Qulaylik,Topshirildi 2020,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/sun,sun,Human2human,Human2human,Toshkent shahri,Mirobod tumani,"Mirobod, 8 Марта улица, д.55",Qulaylik,Topshirildi 2025,,,True,,690000000.0,1700000000.0,,,19942197.0,,34.6,83.9,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/daho,daho,Koc-group,Koc-group,Toshkent shahri,Mirobod tumani,"Ipoteka 25% To'lov rejasi Mutaxassis. jumla Mirobod, Тараса Шевченко улица, Айбек",Premium,Topshirilishi 4kv 2026,,,False,negotiable,,,,,,,38.8,81.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/koshona,koshona,Koshona,Koshona,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, г. Ташкент ул.Фаргона Йули",Qulaylik,Topshirildi 2020,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-loft-residence,zhiloj-kompleks-loft-residence,Loft,Loft,Toshkent shahri,Mirobod tumani,"Mirobod, 92, Садыка Азимова улица",Premium,Topshirilishi 1kv 2027,,,True,,828000000.0,1700000000.0,,,21904762.0,,37.8,77.4,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mirabad-residence,mirabad-residence,Mirabad-residence,Mirabad-residence,Toshkent shahri,Mirobod tumani,"Mirobod, Абдурауфа Фитрата улица",Biznes,Topshirilishi 4kv 2027,,,False,,,,,,,,,,,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mirabad-riverside,mirabad-riverside,Mirabad-riversaide,Mirabad-riversaide,Toshkent shahri,Mirobod tumani,"Mirobod, Мингурик улица, д.68",Qulaylik,Topshirilishi 1kv 2027,,,True,,702000000.0,793000000.0,,,15250000.0,,46.0,52.0,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/orzu-saroyi,orzu-saroyi,Miran-house,Miran-house,Toshkent shahri,Mirobod tumani,"Mirobod, Banokatiy MFY, Savr ko'chasi, 7-uy",Premium,Topshirilishi 4kv 2026,,,True,,605000000.0,2200000000.0,,,12790698.0,,47.3,116.2,"1, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/venera-residence,venera-residence,Nau-company,Nau-company,Toshkent shahri,Mirobod tumani,"Mirobod, Тараса Шевченко улица, д.26",Biznes,Topshirilishi 4kv 2026,,,True,,1800000000.0,8600000000.0,,,27994792.0,,62.7,307.2,"2, 3, 7",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/furqat-residence,furqat-residence,New-zeland,New-zeland,Toshkent shahri,Mirobod tumani,"Mutaxassis. jumla Mirobod, Эски Сарыкуль улица",Qulaylik,Topshirilishi 2kv 2027,,,True,,416000000.0,774000000.0,,,13000000.0,,32.0,59.5,"1, 2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-parkwood,zhiloj-kompleks-parkwood,Nova-stroy,Nova-stroy,Toshkent shahri,Mirobod tumani,"Ipoteka 25% To'lov rejasi Mirobod, г.Ташкент,8-й проезд Мироншох,д5",Premium,Topshirildi 2023,,,True,,1900000000.0,4400000000.0,,,29927007.0,,63.0,147.0,"2, 3, 4, 5",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-oybek,zhiloj-kompleks-oybek,Nrg-bi,Nrg-bi,Toshkent shahri,Mirobod tumani,"Tayyor kvartira Sotildi Mirobod, Нукусская улица, д.31/2",Biznes,Topshirildi 2022,,,False,negotiable,,,,,,,48.3,133.1,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/mirador,mirador,Ofiyat,Ofiyat,Toshkent shahri,Mirobod tumani,"Mirobod, Фаргона йули, 52, Ташкент",Biznes,Topshirilishi 2kv 2029,,,True,,511000000.0,1400000000.0,,,15200869.0,,27.0,92.1,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-onix,zhiloj-kompleks-onix,Onix,Onix,Toshkent shahri,Mirobod tumani,"Ipoteka 17% To'lov rejasi Tayyor kvartira Sotildi Mirobod, Сарыкульская улица, Ташкент, Узбекистан",Qulaylik,Topshirildi 2022,,,False,negotiable,,,,,,,46.5,111.4,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-sky-line-towers,zhiloj-kompleks-sky-line-towers,Roaf-company,Roaf-company,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, 22, Катта Мирабад 4-й проезд, Миробод махалля",Premium,Topshirildi 2022,,,False,negotiable,,,,,,,53.9,61.3,"2, 3",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/savr-avenue,savr-avenue,Savr-avenue,Savr-avenue,Toshkent shahri,Mirobod tumani,"Mirobod, Савр улица, д.32",Qulaylik,Topshirilishi 3kv 2026,,,True,,330000000.0,577000000.0,,,11870504.0,,27.8,48.6,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/trest-house,trest-house,Trest-house,Trest-house,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, Мехржон улица, Сарыкулька",Qulaylik,Topshirildi 2023,,,False,negotiable,,,,,,,80.0,80.0,2,,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/terminal,terminal,Txt-group,Txt-group,Toshkent shahri,Mirobod tumani,"Mirobod, Tong Yulduzi MFY, Mexrjon ko'chasi, 60-a-uy",Qulaylik,Topshirilishi 3kv 2027,,,True,,668000000.0,1100000000.0,,,16997455.0,,39.3,62.6,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-sapphire-terrace,zhiloj-kompleks-sapphire-terrace,Well-home,Well-home,Toshkent shahri,Mirobod tumani,"Mirobod, улица Авлиёота, 128",Premium,Topshirildi 2025,,,True,,1700000000.0,3700000000.0,,,30179445.0,,55.4,122.6,"2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/fazo,fazo,Xonsaroy,Xonsaroy,Toshkent shahri,Mirobod tumani,"Mirobod, Tong Yulduzi MFY, Farg'ona yo'li ko'chasi, 24-uy",Biznes,Topshirilishi 3kv 2027,,,False,negotiable,,,,,,,33.2,42.8,"1, 2",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/zhiloj-kompleks-salom-qo-yliq,zhiloj-kompleks-salom-qo-yliq,Xonsaroy,Xonsaroy,Toshkent shahri,Mirobod tumani,"Sotildi Mirobod, массив Куйлюк-3",Qulaylik,Topshirildi 2024,,,False,negotiable,,,,,,,34.2,93.0,"1, 2, 3, 4",,live,,,True,ok
2026-06-29T05:00:05+00:00,domtut,https://domtut.uz/uz/nedvizhimost/darxan-avenue-2,darxan-avenue-2,Aliakbar-stroy,Aliakbar-stroy,Toshkent shahri,Mirzo Ulug'bek tumani,"Ipoteka 25% To'lov rejasi Mirzo Ulug'bek, Паркентская улица, Ташкентское Высшее Общевойсковое Командное Училище",Biznes,Topshirildi 2025,,,True,,1300000000.0,2900000000.0,,,25695931.0,,50.1,110.8,"1, 2, 3, 4",,live,,,True,ok
